name,address,city,state,zip,inspection_score
tea hut,2815 california st,San Francisco,CA,94115,86.0
blue fin sushi & lounge,1814 clement st,San Francisco,CA,94121,81.0
chaat corner,320 3rd st,San Francisco,CA,94107,54.0
chang hong meat market,1335 powell st,San Francisco,CA,94133,90.0
reliance market,699 castro st,San Francisco,CA,94114,86.0
presidio middle school,450 30th ave,San Francisco,CA,94121,98.0
cal mart supermarket,3585 california st,San Francisco,CA,94118,78.0
sushi raw #3,682 haight st,San Francisco,CA,94117,84.0
"antonelli brothers meat, fish, and poultry inc.",3585 california st,San Francisco,CA,94118,94.0
chino's taqueria inc,3416 balboa st,San Francisco,CA,94121,81.0
mother goose school,334 28th ave,San Francisco,CA,94121,100.0
jean parker elementary school,840 broadway st,San Francisco,CA,94133,100.0
sweet things,3585 california st,San Francisco,CA,94118,100.0
south basin partners llc,1566 carroll ave.,San Francisco,CA,94124,96.0
belga,2000 union st,San Francisco,CA,94123,87.0
tamalitos catering,1566 carroll ave,San Francisco,CA,94124,100.0
angel's market,1649 castro st,San Francisco,CA,94114,70.0
veganburg,1466 haight st,San Francisco,CA,94117,92.0
cafe la flore 1,1032 clement st,San Francisco,CA,94118,80.0
steep creamery & tea,"270 brannan st., suite 100",San Francisco,CA,94107,89.0
bussaba,534 irving st,San Francisco,CA,94122,70.0
alice fong yu elementary school,1541 12th ave,San Francisco,CA,94122,100.0
hawaii west,729 vallejo st,San Francisco,CA,94133,84.0
el salvador restaurant,2278 mission st,San Francisco,CA,94110,90.0
shalimar restaurant,532 jones st,San Francisco,CA,94102,87.0
maysoon's pizza,829 geary st,San Francisco,CA,94109,71.0
julia morgan ballroom,465 california st 15th floor,San Francisco,CA,94104,90.0
empire market,399 eddy st,San Francisco,CA,94102,100.0
the mission oyster bar seafood rest. & mkt.t,2282 mission st,San Francisco,CA,94110,92.0
in-n-out burger,333 jefferson st,San Francisco,CA,94133,98.0
starbucks coffee company,295 california st,San Francisco,CA,94111,98.0
cocobang,550 taylor st,San Francisco,CA,94102,92.0
perrys,1944 union st,San Francisco,CA,94123,92.0
dollar & sense,345 eddy st,San Francisco,CA,94102,94.0
basa seafood express,3064 24th st,San Francisco,CA,94110,89.0
easy money,2312 irving st,San Francisco,CA,94122,100.0
s & b supermarket inc.,2203 irving st,San Francisco,CA,94122,92.0
bellota,888 brannan st 110,San Francisco,CA,94103,85.0
cochinita,709 o'farrell st,San Francisco,CA,94109,94.0
yucatasia deli & sandwich,2164 mission st,San Francisco,CA,94110,72.0
castro coffee company,0427 castro st,San Francisco,CA,94114,92.0
sunnyside elementary school,250 foerster st,San Francisco,CA,94112,94.0
windsor tearoom,334 mason st,San Francisco,CA,94102,100.0
japonica,5501 california st,San Francisco,CA,94121,98.0
chowder hut,2890 taylor st,San Francisco,CA,94133,92.0
guerrero market,701 guerrero st,San Francisco,CA,94110,96.0
merchants exchange productions,465 california st  suite 1600,San Francisco,CA,94104,100.0
biscuits & blues,401 mason st,San Francisco,CA,94102,100.0
21st amendment brewery cafe,563 02nd st,San Francisco,CA,94107,83.0
institute on aging,3575 geary blvd,San Francisco,CA,94118,94.0
pasilla,359 kearny st,San Francisco,CA,94108,94.0
flore,258 noe st 1/2,San Francisco,CA,94107,92.0
chevron #1768,3675 geary blvd,San Francisco,CA,94118,98.0
"vanda siam restaurant, llc",668 sacramento st,San Francisco,CA,94111,88.0
sababa,329 kearny st,San Francisco,CA,94108,76.0
eureka restaurant & lounge,4063 18th st,San Francisco,CA,94114,87.0
indo,4039 18th st,San Francisco,CA,94114,92.0
arguello market corp.,782 arguello blvd,San Francisco,CA,94118,96.0
tofino wines,2696 geary blvd,San Francisco,CA,94118,100.0
good eggs,901 rankin st,San Francisco,CA,94124,96.0
patxi's chicago pizza,511 hayes st,San Francisco,CA,94102,82.0
the social study,1795 geary blvd,San Francisco,CA,94115,96.0
co nam,1653 polk st,San Francisco,CA,94109,78.0
at&t park - (cart 6) espresso & dessert,24 willie mays plaza,San Francisco,CA,94107,100.0
at&t park - food cart,24 willie mays plaza,San Francisco,CA,94107,93.0
pinkberry,170 o'farrell st,San Francisco,CA,94107,94.0
phat philly,3388 24th st,San Francisco,CA,94110,96.0
el taco loco inc.,3274 24th st,San Francisco,CA,94110,92.0
at&t - (j-2a) ben & jerry's,24 willie mays pl,San Francisco,CA,94107,100.0
players,pier 39  space l-11,San Francisco,CA,94133,90.0
silverstone cafe,3278 24th st,San Francisco,CA,94110,89.0
at&t park - coffee and ice cream (4a+4b),24 willie mays plaza,San Francisco,CA,94107,98.0
at&t - commisary kitchen [145184],24 willie mays plaza 1.24.06,San Francisco,CA,94107,98.0
at&t park - internet cafe,24 willie mays plaza,San Francisco,CA,94107,94.0
at&t - fab fry bread (lower center field) [147480],24 willie mays plaza,San Francisco,CA,94107,93.0
lilienthal elementary school,3630 divisadero st,San Francisco,CA,94118,100.0
wetzel's pretzels (cart),3251 20th ave 102,San Francisco,CA,94132,92.0
new tree cafe,311 california st,San Francisco,CA,94104,84.0
sushi kinta,5 embarcadero center,San Francisco,CA,94111,100.0
lark,4068 18th st,San Francisco,CA,94114,84.0
el cafetazo,3087 16th st,San Francisco,CA,94103,80.0
la playa taqueria,3817 noriega st,San Francisco,CA,94122,94.0
el mansour,3121 clement st,San Francisco,CA,94121,86.0
piccolo italia pizza,799 o'farrell st,San Francisco,CA,94109,79.0
rank quickserve,4199 mission st,San Francisco,CA,94112,94.0
"honey b, inc.",2201 clement st,San Francisco,CA,94121,96.0
aatame llc dba wetzel's pretzel,3251 20th ave,San Francisco,CA,94132,96.0
pete's unocal 76,3701 noriega st,San Francisco,CA,94122,100.0
osha thai restaurant & bar,4 embarcadero center  street level,San Francisco,CA,94111,100.0
great steak and potato,3251 20th ave 250,San Francisco,CA,94132,90.0
sabella & latorre seafood,2809 taylor st,San Francisco,CA,94133,90.0
the silver platter,2501 van ness ave,San Francisco,CA,94109,98.0
chipotle mexican grill #1702,865 market st space #c10,San Francisco,CA,94103,96.0
alcatraz landing cafe,pier 33 embarcadero,San Francisco,CA,94111,96.0
yonkers cafe inc,3815 noriega st,San Francisco,CA,94122,92.0
over the moon,50 drumm st,San Francisco,CA,94111,100.0
toasty,2760 octavia st,San Francisco,CA,94123,94.0
sweet joanna's cafe,101 howard st,San Francisco,CA,94105,93.0
boba guys,3491 19th st,San Francisco,CA,94110,98.0
la briciola  restaurant,489 03rd st,San Francisco,CA,94107,100.0
17th & noe market,3900 17th st,San Francisco,CA,94114,96.0
devil's teeth inc,3876 noriega st,San Francisco,CA,94122,98.0
mission dolores academy,3371 16th st,San Francisco,CA,94114,96.0
panini,1457 haight st,San Francisco,CA,94117,88.0
"r & g executive lounge, inc",631 kearny st,San Francisco,CA,94108,74.0
chavez elementary school,825 shotwell st,San Francisco,CA,94110,100.0
art's cafe,747 irving st,San Francisco,CA,94122,87.0
al-hamra,3083 16th st,San Francisco,CA,94103,89.0
moscone elementary school,2576 harrison st,San Francisco,CA,94110,100.0
revere elementary school,555 tompkins ave,San Francisco,CA,94110,100.0
junipero serra elementary school,625 holly park cir,San Francisco,CA,94110,100.0
belly burger,5740 geary blvd,San Francisco,CA,94121,83.0
huli huli hawaiian grill,4100 03rd st,San Francisco,CA,94124,86.0
la cumbre,515 valencia st,San Francisco,CA,94110,74.0
all stars donuts,901 clement st,San Francisco,CA,94118,86.0
seoul garden restaurant,22 peace plaza  #270,San Francisco,CA,94115,87.0
new sun hong kong restaurant,606 broadway st,San Francisco,CA,94133,80.0
deli world,18 ocean ave.,San Francisco,CA,94112,92.0
pancho's salsa bar & grill,1639 polk st,San Francisco,CA,94109,94.0
t & t cafe,601 broadway st,San Francisco,CA,94133,92.0
carlin's corner,298 valencia st,San Francisco,CA,94103,92.0
lincoln park bar and grill,300 34th ave,San Francisco,CA,94121,86.0
moyo's yogurt,1737 post st #367,San Francisco,CA,94115,100.0
dosa,995 valencia st,San Francisco,CA,94110,88.0
portola baptist church,225 pioche street,San Francisco,CA,94112,98.0
humphry slocombe ice cream,2790 a harrison st,San Francisco,CA,94110,92.0
sauce belden,56 belden pl,San Francisco,CA,94104,78.0
sweetie's,475 francisco st,San Francisco,CA,94133,94.0
java supreme,0703 guerrero st,San Francisco,CA,94110,87.0
turner's kitchen,3505 b 17th st,San Francisco,CA,94110,94.0
vietnamese noodle house,2511 noriega st,San Francisco,CA,94122,81.0
modera liquor & wine,4401 geary blvd,San Francisco,CA,94118,94.0
blaze pizza fast-fire'd,3251 20th ave #157,San Francisco,CA,94132,85.0
valencia grocery,1300 valencia st,San Francisco,CA,94110,98.0
white palace liquor & deli,1524 silver ave,San Francisco,CA,94134,94.0
"muddy waters coffee house, inc.",1304 valencia st,San Francisco,CA,94110,90.0
escape from new york pizza,3242 22nd st,San Francisco,CA,94110,100.0
little bee baking,521 cortland ave,San Francisco,CA,94110,94.0
ilana cafe,2314 clement st,San Francisco,CA,94121,98.0
three star restaurant,2515 noriega st,San Francisco,CA,94122,88.0
hazel's kitchen,1319 18th st,San Francisco,CA,94107,89.0
alegrias,2018 lombard st,San Francisco,CA,94123,92.0
umi,1328 18th st,San Francisco,CA,94107,93.0
pizza hut #758280,728 geary st,San Francisco,CA,94109,96.0
great mongolia,4828 geary blvd,San Francisco,CA,94118,87.0
keeva indian kitchen,908 clement st,San Francisco,CA,94118,84.0
ro cafe,2739 geary blvd,San Francisco,CA,94118,91.0
the pig & whistle,2801 geary blvd,San Francisco,CA,94118,90.0
martha & bros. coffee co,401 irving st,San Francisco,CA,94122,85.0
kj produce market,400 irving st,San Francisco,CA,94122,86.0
bryant elementary school,2641 25th st,San Francisco,CA,94110,100.0
flynn elementary school,3125 cesar chavez st,San Francisco,CA,94110,100.0
fifty/fifty,3157 geary blvd,San Francisco,CA,94118,98.0
my favorite cafe,2110 clement st,San Francisco,CA,94121,69.0
poke shack,approved private locations,San Francisco,CA,94103,92.0
moka coffee,1605 polk st,San Francisco,CA,94109,90.0
darioush inc.,3065 jackson st,San Francisco,CA,94115,82.0
m.y. china,845 market st ste. 400,San Francisco,CA,94103,93.0
jade chocolates,4207 geary blvd,San Francisco,CA,94118,94.0
liberty cafe,410 cortland ave,San Francisco,CA,94110,90.0
"taqueria ""los coyotes"" #2",3036 16th st,San Francisco,CA,94103,76.0
cafe coco,4201 geary blvd,San Francisco,CA,94118,94.0
dunya bistro,1609 polk st,San Francisco,CA,94109,94.0
bamboo restaurant,1441 polk st,San Francisco,CA,94109,88.0
centro latino de san francisco,1656 15th st,San Francisco,CA,94103,93.0
wipe out bar & grill,pier 39,San Francisco,CA,94133,96.0
tawan's thai food,4403 geary blvd,San Francisco,CA,94118,98.0
paulie's pickling,331 cortland ave,San Francisco,CA,94110,96.0
tenderloin grocery & liquor,62 turk st,San Francisco,CA,94102,96.0
tfm cafe,1353 taraval st,San Francisco,CA,94116,90.0
good luck market,1215 taraval st,San Francisco,CA,94116,81.0
sunset super,2801 vicente st,San Francisco,CA,94116,81.0
ben thai cafe,1331 polk st,San Francisco,CA,94109,89.0
carl's junior,1 hallidie plaza,San Francisco,CA,94102,96.0
puccini & pinetti,129 ellis st,San Francisco,CA,94102,87.0
hill top general store,1398 leavenworth st,San Francisco,CA,94109,100.0
cumaica coffee co. #2,4724 mission,San Francisco,CA,94112,89.0
the fine mousse,1098 jackson st,San Francisco,CA,94133,84.0
taqueria guadalajara,4798 mission,San Francisco,CA,94112,81.0
gateway high/kip schools,1430 scott st,San Francisco,CA,94115,92.0
buchanan food mart,2135 buchanan st,San Francisco,CA,94115,96.0
st peter's parish school,1266 florida st,San Francisco,CA,94110,96.0
starbucks coffee #531,2132 chestnut st,San Francisco,CA,94123,86.0
oakes children's center,1550 treat ave.,San Francisco,CA,94110,94.0
holiday inn - golden gateway,1500 van ness ave,San Francisco,CA,94109,92.0
batter up,428 11th st,San Francisco,CA,94103,82.0
tres truck,130 townsend st,San Francisco,CA,94107,73.0
harvey's,500 castro st,San Francisco,CA,94114,94.0
indian oven,233 fillmore st,San Francisco,CA,94117,86.0
filipino ed. ctr elementary school,824 harrison st,San Francisco,CA,94103,90.0
"peet's coffee & tea, inc",022 battery st,San Francisco,CA,94111,92.0
el rancho grande at haight,1654 haight st,San Francisco,CA,94117,72.0
willie l. jr. brown,2055 silver ave,San Francisco,CA,94124,100.0
rap/hilltop school,1325 florida st,San Francisco,CA,94110,92.0
yan yan seafood restaurant,2241 judah st,San Francisco,CA,94122,86.0
shabu club,951 clement st,San Francisco,CA,94118,94.0
drew elementary school,50 pomona ave,San Francisco,CA,94124,100.0
77 chinese cuisine,77 battery st,San Francisco,CA,94111,81.0
vinh khang herbs & ginseng,512 clement st,San Francisco,CA,94118,100.0
mo's grill,1322 grant ave,San Francisco,CA,94133,80.0
chloe's,1399 church st,San Francisco,CA,94114,87.0
hunan chef,525 cortland ave,San Francisco,CA,94110,81.0
mixt greens/mixt,114 sansome st #120,San Francisco,CA,94104,86.0
modern thai inc.,1247 polk st,San Francisco,CA,94109,80.0
original us restaurant,414 columbus ave,San Francisco,CA,94133,92.0
vega,419 cortland ave,San Francisco,CA,94110,83.0
the melt,925 market st.,San Francisco,CA,94103,90.0
house of thai,901 larkin st,San Francisco,CA,94109,90.0
7 eleven #2366-35722a,4850 geary blvd,San Francisco,CA,94118,86.0
caffe trieste,601 vallejo st,San Francisco,CA,94133,92.0
novy,4000 24th st,San Francisco,CA,94114,89.0
radio africa & kitchen,4800 03rd st,San Francisco,CA,94124,72.0
salvation army cen. corps / sr. act. ctr,360 04th st,San Francisco,CA,94107,94.0
fox and lion bread co,5273 03rd st,San Francisco,CA,94124,93.0
red a bakery,634 clement st,San Francisco,CA,94118,88.0
han bat korean restaurant,2001 taraval st,San Francisco,CA,94116,94.0
7-eleven #20473,2222 taraval st,San Francisco,CA,94116,96.0
the epicurean trader,401 cortland ave,San Francisco,CA,94110,98.0
lucky horseshoe bar llc,453 cortland ave,San Francisco,CA,94110,96.0
california grocery,123 eddy st,San Francisco,CA,94102,92.0
christopher's catering,1643 jerrold ave,San Francisco,CA,94124,92.0
connecticut yankee,100 connecticut st,San Francisco,CA,94107,94.0
scoma's restaurant,pier 47,San Francisco,CA,94133,98.0
"lite bite, inc.",220 montgomery st ste. 126,San Francisco,CA,94104,93.0
samiramis imports,2990 mission st,San Francisco,CA,94110,84.0
zaida t. rodriguez (ztr) child development center,2950  mission st,San Francisco,CA,94110,96.0
meraki,927 post st,San Francisco,CA,94109,82.0
big slice pizza,1535 haight st,San Francisco,CA,94117,92.0
padrecito,901 cole st,San Francisco,CA,94117,89.0
chatz coffee,215 02nd st,San Francisco,CA,94105,90.0
a mano,"450 hayes st., suite c-2",San Francisco,CA,94102,96.0
st. john's snack bar,925 chenery st,San Francisco,CA,94131,94.0
mann middle school,3351 23rd st,San Francisco,CA,94110,96.0
green chile kitchen,1801 mcallister,San Francisco,CA,94115,87.0
golden catering,835 jamestown ave,San Francisco,CA,94121,92.0
zaida t. rodriguez (ztr) annex child development center,421  bartlett st,San Francisco,CA,94110,100.0
marshall elementary school,1575 15th st,San Francisco,CA,94103,100.0
lucky's #756,1750 fulton st,San Francisco,CA,94117,94.0
alvarado elementary school,625  douglass st,San Francisco,CA,94114,93.0
r. image market,2898 folsom st,San Francisco,CA,94110,90.0
golden chariot bakery & rest,3308 balboa st,San Francisco,CA,94121,80.0
cassava,3519 balboa st,San Francisco,CA,94121,81.0
curbside cafe,2417 california st,San Francisco,CA,94115,83.0
cafe la boheme,3318 24th st,San Francisco,CA,94110,90.0
coffee mission,3325 24th st,San Francisco,CA,94110,96.0
gelato classico italian ice,576 union st,San Francisco,CA,94133,96.0
deja vu pizza & pasta,3227 16th st,San Francisco,CA,94103,84.0
bob's donuts and pastries,1621 polk st,San Francisco,CA,94109,90.0
burma love,211 valencia st,San Francisco,CA,94103,86.0
balboa theater,3630 balboa st,San Francisco,CA,94121,96.0
russian american community svc,300 anza st,San Francisco,CA,94121,98.0
la mejor bakery,3329 24th st,San Francisco,CA,94110,96.0
chile lindo,2944 16th st,San Francisco,CA,94103,96.0
family billiards,2807 geary blvd,San Francisco,CA,94118,94.0
lafayette elementary school,4545 anza st,San Francisco,CA,94121,100.0
bryan's,3445 california st,San Francisco,CA,94118,98.0
locali mediterranean,98 battery st #b,San Francisco,CA,94111,94.0
il canto cafe,275 battery st,San Francisco,CA,94111,92.0
charley's grilled subs,865 market st,San Francisco,CA,94103,73.0
la torta gorda,2833 24th st,San Francisco,CA,94110,88.0
mendelsohn house,737 folsom st,San Francisco,CA,94107,96.0
mathilde french bistro,315 05th st,San Francisco,CA,94107,86.0
tokyo express battery,77 battery st suite 100,San Francisco,CA,94111,78.0
hong's kitchen,3917 noriega st,San Francisco,CA,94122,84.0
la terra,511 harrison street,San Francisco,CA,94105,96.0
petit marlowe,234 townsend st.,San Francisco,CA,94107,96.0
extreme pizza,1980 union st,San Francisco,CA,94123,94.0
lotta's bakery,1720 polk st,San Francisco,CA,94109,92.0
"cost plus, inc",2552 taylor st,San Francisco,CA,94133,92.0
levi strauss & co,"1155 battery st,  7th floor",San Francisco,CA,94111,100.0
aicha,1303 polk st,San Francisco,CA,94109,94.0
fei tian academy of the arts california,1950 page st,San Francisco,CA,94117,84.0
starbucks coffee company #6765,359 grant ave,San Francisco,CA,94108,96.0
spin city coffee bar,1299 sanchez st,San Francisco,CA,94114,92.0
18th street commissary,3334 18th st,San Francisco,CA,94110,83.0
mongkok dim sum & restaurant,2438 noriega  st,San Francisco,CA,94122,88.0
john chin elementary school,350 broadway st,San Francisco,CA,94133,98.0
afc sushi @ safeway #1206,300 bay st,San Francisco,CA,94133,100.0
tia margarita inc,300 19th ave,San Francisco,CA,94121,85.0
lee's food market,1397 revere ave,San Francisco,CA,94124,78.0
town school for boys,2750 jackson st,San Francisco,CA,94115,94.0
martita's restaurant,1401 egbert ave,San Francisco,CA,94124,65.0
jug shop inc,1590 pacific ave,San Francisco,CA,94109,100.0
java house llc,pier 40,San Francisco,CA,94107,80.0
qualitea,4023 18th st,San Francisco,CA,94114,100.0
thurgood marshall high school,45 conkling st,San Francisco,CA,94124,96.0
united nations cafe,1 united nations plaza,San Francisco,CA,94102,88.0
carver elementary school,1360 oakdale ave,San Francisco,CA,94124,100.0
house of hunan,2 townsend st,San Francisco,CA,94107,74.0
malcolm x elementary school,350 harbor rd,San Francisco,CA,94124,100.0
takara sushi s.f. inc,4243 18th st,San Francisco,CA,94114,84.0
epicurean at mercy high school,3250 19th ave,San Francisco,CA,94132,96.0
shihlin,3251 20th ave #250g,San Francisco,CA,94132,90.0
st vincent de paul,2356 green st,San Francisco,CA,94123,100.0
juice craze,3251 20th ave 5517,San Francisco,CA,94132,76.0
burger king #4474,1200 market st,San Francisco,CA,94102,73.0
l's cafe,2871 24th st,San Francisco,CA,94110,88.0
mission pie,2901 mission st,San Francisco,CA,94110,100.0
crustacean,1475 polk st,San Francisco,CA,94109,76.0
dianda's ital-amer.pastry co.,2883 mission st,San Francisco,CA,94110,96.0
thee parkside,1600 17th st,San Francisco,CA,94107,85.0
san vicente restaurant,4423 mission,San Francisco,CA,94112,77.0
casa guadalupe #3,2999 mission,San Francisco,CA,94110,94.0
pastel brazzuca,290 de haro st,San Francisco,CA,94103,90.0
curry up now,659 valencia st,San Francisco,CA,94110,88.0
dos pinas,251 rhode island,San Francisco,CA,94103,83.0
holiday inn fisherman's wharf,1300 columbus ave,San Francisco,CA,94133,94.0
sneaky's bbq,2937 24th st,San Francisco,CA,94110,100.0
okoze sushi,1207 union st,San Francisco,CA,94109,98.0
taqueria mana,439 stockton st,San Francisco,CA,94108,85.0
golden veggie market,1475 polk st,San Francisco,CA,94109,92.0
burger king #4668,1690 valencia st.,San Francisco,CA,94110,81.0
the chapel,777 valencia st,San Francisco,CA,94110,85.0
granada hotel dining room,1000 sutter st,San Francisco,CA,94109,87.0
little delhi india restaurant,83 eddy st,San Francisco,CA,94102,83.0
"meals on wheels of sf, inc.",1375 fairfax ave,San Francisco,CA,94124,100.0
hot pot garden,1055 taraval st,San Francisco,CA,94116,96.0
sushi zen,1041 taraval st,San Francisco,CA,94116,88.0
fullskoop inc.,1 bush st,San Francisco,CA,94104,87.0
wrecking ball coffee roasters,2271 . st,San Francisco,CA,94123,90.0
lobster me,845 market st fe15,San Francisco,CA,94103,85.0
sushi bistro,431 balboa st,San Francisco,CA,94118,83.0
the plant cafe organic,101 california st,San Francisco,CA,94111,84.0
john muir elementary school,380 webster st,San Francisco,CA,94117,94.0
delfina restaurant,3621 18th st,San Francisco,CA,94110,92.0
tastebuds,600 05th ave,San Francisco,CA,94118,76.0
union square sports bar,115 mason st,San Francisco,CA,94102,84.0
elephant sushi 2,380 golden gate ave,San Francisco,CA,94102,88.0
spice kit,405 howard st suite 130,San Francisco,CA,94105,78.0
kui shin bo #2,1424 lombard st,San Francisco,CA,94109,77.0
french bakery,1101 taraval st,San Francisco,CA,94116,92.0
lick-wilmerding high school,755 ocean ave,San Francisco,CA,94112,92.0
banwich,1105 taraval st,San Francisco,CA,94116,90.0
quetzal,1234 polk st,San Francisco,CA,94109,91.0
starbucks coffee #47471,3801 03rd st,San Francisco,CA,94124,96.0
perbacco,230 california st,San Francisco,CA,94111,85.0
tenderloin elementary school,627 turk st,San Francisco,CA,94102,81.0
carmichael elementary school,55 sherman st,San Francisco,CA,94103,90.0
cafe troya fillmore,2125 fillmore st,San Francisco,CA,94115,79.0
rossi's deli,426 castro st,San Francisco,CA,94114,100.0
"san francisco school, the",300 gaven st,San Francisco,CA,94134,93.0
hillcrest elementary school,810 silver ave,San Francisco,CA,94134,96.0
cornerstones academy,801 silver ave,San Francisco,CA,94134,100.0
sunrise deli,2115 irving st,San Francisco,CA,94122,83.0
bread & butter market,888 o'farrell st,San Francisco,CA,94109,90.0
burmese kitchen,3815 geary blvd,San Francisco,CA,94118,83.0
"new lun ting cafe, inc",670 jackson st,San Francisco,CA,94133,76.0
marche club of s.f.,4346 mission st,San Francisco,CA,94112,96.0
mayes,1233 polk st,San Francisco,CA,94109,83.0
mels drive-in,1050 van ness ave,San Francisco,CA,94109,86.0
cha-am restaurant,701 folsom st,San Francisco,CA,94107,85.0
marengo on union,1980 union st upper street level,San Francisco,CA,94123,92.0
burger king,35 powell st,San Francisco,CA,94102,96.0
rintaro,82 14th st,San Francisco,CA,94103,90.0
easy breezy,4028 24th st,San Francisco,CA,94114,96.0
flores,2030 union st,San Francisco,CA,94123,91.0
patxi's pizza,4042 24th st,San Francisco,CA,94114,92.0
cocola,3251 20th ave 186,San Francisco,CA,94132,89.0
immaculate concption academy,3625 24th st,San Francisco,CA,94110,92.0
bon appetit @usf- outtakes,2800 turk blvd,San Francisco,CA,94117,100.0
taylor elementary school,423 burrows st,San Francisco,CA,94134,96.0
martin l. king middle school,350 girard st,San Francisco,CA,94134,100.0
creative catering,2600 turk blvd,San Francisco,CA,94118,98.0
monroe elementary school,260 madrid st,San Francisco,CA,94112,100.0
san francisco community elem.school,125 excelsior ave,San Francisco,CA,94112,100.0
bon appetit @ usf-law school cafe,2199 fulton st,San Francisco,CA,94117,100.0
crazy gringo taco wagon sales,244 clement st,San Francisco,CA,94118,100.0
beber,244 clement st,San Francisco,CA,94118,100.0
the hummus guy corp.,244 clement st,San Francisco,CA,94118,100.0
"crepe and brioche, inc.",244 clement st,San Francisco,CA,94118,100.0
love healthy foods,244 clement st,San Francisco,CA,94118,100.0
yerba buena tea co (formerly tea smiths of san francisco),244 clement st,San Francisco,CA,94118,100.0
"edith's food company, inc.",244 clement st,San Francisco,CA,94118,100.0
tao sushi,4808 mission st,San Francisco,CA,94112,83.0
heung yuen restaurant,3279 22nd st,San Francisco,CA,94110,74.0
garaje,475 03rd st,San Francisco,CA,94107,88.0
tony baloney's,1098 howard st,San Francisco,CA,94103,86.0
lick middle school,1220 noe st,San Francisco,CA,94114,96.0
hai sun restaurant,3137 laguna st,San Francisco,CA,94123,75.0
alexis apartments sr. meals program,390 clementina st,San Francisco,CA,94103,88.0
caffe capriccio,2200 mason st,San Francisco,CA,94133,90.0
momma's kitchen,121 09th st,San Francisco,CA,94103,87.0
auntie april's,4618 03rd st,San Francisco,CA,94124,86.0
kababayan fast food,2706 mission st,San Francisco,CA,94110,78.0
"connection, the",5740 mission st,San Francisco,CA,94112,92.0
green bar,3 embarcadero center  lobby level,San Francisco,CA,94111,94.0
safeway store #985,2350 noriega st,San Francisco,CA,94122,93.0
king elementary school,1215 carolina st,San Francisco,CA,94107,96.0
hillstone restaurant,1800 montgomery st,San Francisco,CA,94111,94.0
steap tea  bar,827 sacramento st,San Francisco,CA,94108,96.0
toy soldier,52 belden pl,San Francisco,CA,94104,96.0
harvest urban market,191 08th st,San Francisco,CA,94103,79.0
zzan,643 post st,San Francisco,CA,94109,94.0
durty nelly's llc,2328 irving st,San Francisco,CA,94122,92.0
"on lok senior health services, inc",1333 bush st,San Francisco,CA,94109,93.0
gladstone market,678 eddy st,San Francisco,CA,94109,92.0
east park kiosk,pier 39,San Francisco,CA,94133,98.0
kirimachi,3 embarcadero center,San Francisco,CA,94111,100.0
afc sushi @ safeway #985,2350 noriega st,San Francisco,CA,94122,98.0
monster chef,1737 post st suite 337,San Francisco,CA,94115,94.0
stevenson elementary school,2051 34th ave,San Francisco,CA,94116,100.0
sarah b. cooper sfusd satellite,940 filbert st,San Francisco,CA,94109,96.0
starbuck's coffee #525,2222 fillmore,San Francisco,CA,94115,100.0
new sunset elementary school,1920 41st ave,San Francisco,CA,94116,100.0
"dandelion chocolate, inc.",740 valencia st,San Francisco,CA,94110,92.0
key elementary school,1530 43rd ave,San Francisco,CA,94112,100.0
gordon j lau elementary school,950 clay st,San Francisco,CA,94108,100.0
st gabriel school,2550 41st ave,San Francisco,CA,94116,100.0
sanchez school,325 sanchez st,San Francisco,CA,94114,100.0
kuma sushi + sake,1040 polk st,San Francisco,CA,94109,92.0
giannini middle school,3151 ortega st,San Francisco,CA,94122,100.0
yick wo elementary school,2245 jones st,San Francisco,CA,94109,100.0
lebeau's nob hill market,1263 leavenworth st,San Francisco,CA,94109,81.0
xanath ice cream,951 valencia st,San Francisco,CA,94110,96.0
burger king 3684,819 van ness ave,San Francisco,CA,94109,88.0
cafe de casa,2701 leavenworth st,San Francisco,CA,94133,94.0
go jojo's mojo,428 11th st,San Francisco,CA,94103,90.0
roadside rosy's,1018 columbus ave,San Francisco,CA,94133,96.0
le regency,18 california st,San Francisco,CA,94108,79.0
cafe terminus,16 california st,San Francisco,CA,94111,80.0
an the go,off the grid,San Francisco,CA,0,94.0
j & o school lunch,3801 balboa st,San Francisco,CA,94121,96.0
food and liquor world,728 post st,San Francisco,CA,94102,89.0
patriot house,2 embarcadero center,San Francisco,CA,94111,100.0
silk road,3251 20th ave  6525,San Francisco,CA,94132,87.0
baby blues bbq san francisco inc,3149 mission st,San Francisco,CA,94110,85.0
blue iguana,600 monterey blvd,San Francisco,CA,94127,89.0
adam's grub llc,601 mission bay blvd north,San Francisco,CA,94158,100.0
tacorgasmico,2337 market st,San Francisco,CA,94114,88.0
coffeeshop - 3139 mission,3139 mission st,San Francisco,CA,94110,94.0
holiday inn express-main kitchen,550 north point st,San Francisco,CA,94133,98.0
holiday inn expresshotel - pantry kitchen,550 north point st,San Francisco,CA,94133,94.0
the blue plate,3218 mission st,San Francisco,CA,94110,96.0
the bagelry of s.f.,2139 a polk st,San Francisco,CA,94109,90.0
kio ramen,3528 balboa st,San Francisco,CA,94121,72.0
conching's kusina,4994 mission st,San Francisco,CA,94112,87.0
ida b wells continuation high school,1099 hayes st,San Francisco,CA,94117,100.0
green & polk produce,2222 polk st,San Francisco,CA,94109,90.0
haus coffee,3086 24th st,San Francisco,CA,94110,96.0
