name,address,city,state,zip,inspection_score
tiffany's cafe,3801 3rd st.,San Francisco,CA,94124,89.0
meat by pete,1566 carroll ave.,San Francisco,CA,94124,100.0
soma wine & spirits 2,689 folsom st,San Francisco,CA,94107,100.0
"international hotel senior housing, inc",848 kearny st,San Francisco,CA,94108,89.0
shai lai seafood restaurant,6253 geary blvd,San Francisco,CA,94121,89.0
fly trap,606 folsom st,San Francisco,CA,94107,96.0
boudin petit cafe,"170 o'farrell st, 1st floor",San Francisco,CA,94102,94.0
kirin restaurant,6135 geary blvd,San Francisco,CA,94121,87.0
kan ramen,229 columbus ave,San Francisco,CA,94133,87.0
picnic on third,493 03rd st,San Francisco,CA,94107,87.0
al's place,1499 valencia st,San Francisco,CA,94110,90.0
trattoria pinocchio,401 columbus ave,San Francisco,CA,94133,73.0
la spot,3201 20th ave,San Francisco,CA,94132,86.0
brisas de vallarta,4697 mission st,San Francisco,CA,94112,88.0
mogador moroccan cafe and cuisine,105 valencia st.,San Francisco,CA,94103,92.0
l'emigrante,2199 mission st,San Francisco,CA,94110,81.0
hunan cafe #2,4450 cabrillo st,San Francisco,CA,94121,84.0
zeitgeist,199 valencia st,San Francisco,CA,94110,96.0
walgreens #4609,1301 market st,San Francisco,CA,94103,96.0
garden creamery,3566 20th st,San Francisco,CA,94110,96.0
"new wing sing bakery, llc",1125 stockton st,San Francisco,CA,94133,88.0
i luv teriyaki and sushi,270 potrero ave,San Francisco,CA,94103,84.0
dragon beaux,5700 geary blvd,San Francisco,CA,94121,86.0
subway sandwiches #6985,"1400 mission st., suite #131",San Francisco,CA,94103,93.0
chica,120 green st,San Francisco,CA,94111,93.0
papito west,425 a hayes st,San Francisco,CA,94102,76.0
the dark horse inn,942 geneva ave,San Francisco,CA,94112,94.0
cozy cable car cafe,519 powell st,San Francisco,CA,94108,98.0
la marsa,454 geary st,San Francisco,CA,94102,100.0
fishbowl,1854 divisadero st,San Francisco,CA,94115,94.0
e & o kitchen and bar,314 sutter st,San Francisco,CA,94108,83.0
washington square inn,1660 stockton st,San Francisco,CA,94133,94.0
udon underground,493 pine st,San Francisco,CA,94104,88.0
little caesars pizza,955 geneva ave,San Francisco,CA,94112,96.0
little joes pizza rest.,5006 mission st,San Francisco,CA,94112,90.0
the cheese steak shop,1716 divisadero st,San Francisco,CA,94115,89.0
clean bites,755 font st  #107,San Francisco,CA,94132,90.0
dolores park outpost,698 guerrero st,San Francisco,CA,94110,94.0
mobowl,428 11th st,San Francisco,CA,94103,98.0
ruru juice llc,1111 08th st,San Francisco,CA,94107,96.0
morton's chicago steakhouse,404 post st,San Francisco,CA,94102,81.0
bar 587,587 post st,San Francisco,CA,94102,84.0
annakoot,"music concourse, golden gate park",San Francisco,CA,94102,89.0
vallarta's taco bar,3033 24th st,San Francisco,CA,94110,64.0
the sentinel,35 new montgomery st,San Francisco,CA,94104,80.0
lucky ocean cafe,1501 ocean ave,San Francisco,CA,94112,86.0
bayshore market deli & liquor,300 bayshore blvd,San Francisco,CA,94124,84.0
panzon,53 stevenson st.,San Francisco,CA,94105,89.0
la noisette café and deli,1905 mission st,San Francisco,CA,94103,92.0
yangtze market,2026 mission st,San Francisco,CA,94110,96.0
caffe' roma,885 bryant st,San Francisco,CA,94103,90.0
sam's pizza,618 broadway st,San Francisco,CA,94133,88.0
"wattis room, the",201 van ness ave,San Francisco,CA,94102,98.0
"opera house - basement,lower lounge",301 van ness ave,San Francisco,CA,94102,89.0
golden saigon restaurant corp.,2428 san bruno ave.,San Francisco,CA,94134,79.0
dolores park cafe,501 dolores st,San Francisco,CA,94110,94.0
kagawa-ya udon noodle company,"1455 market st., suite 3a",San Francisco,CA,94103,96.0
villa taverna,27 hotaling pl,San Francisco,CA,94111,94.0
palio d'asti,640 sacramento st,San Francisco,CA,94111,86.0
eurest dining services @ pinterest,651 brannan st.,San Francisco,CA,94103,94.0
joe & the juice 2213 fillmore,2213 fillmore st,San Francisco,CA,94115,88.0
what the cluck,1782 haight st,San Francisco,CA,94117,85.0
"rooster and rice too, llc",303 2nd st plaza,San Francisco,CA,94107,96.0
crepe madame corporation,160 14th st,San Francisco,CA,94107,96.0
at&t - pantry/walk-in box/suite [145163],24 willie mays plaza 4.21.02,San Francisco,CA,94107,90.0
new lien hing,400 clement st,San Francisco,CA,94118,80.0
vip coffee & cake shop,671 broadway st,San Francisco,CA,94133,75.0
fresh brew coffee,882 bush st,San Francisco,CA,94108,96.0
the mary elizabeth inn,1040 bush st,San Francisco,CA,94109,92.0
at&t park - baby bull (p 10),24 willie mays plaza,San Francisco,CA,94107,100.0
sun sun trading co.,1226 stockton st,San Francisco,CA,94133,96.0
at&t park - wine bar/vintage '58,24 willie mays plaza,San Francisco,CA,94107,96.0
at&t - (cart 45) snow cones view [145132],24 willie mays plaza,San Francisco,CA,94107,98.0
saffron grill,1279 fulton st,San Francisco,CA,94117,80.0
taqueria los amigos,5300 mission st.,San Francisco,CA,94112,84.0
hd rice noodles,1395 noriega st,San Francisco,CA,94122,81.0
crazy pepper,2257 san jose ave,San Francisco,CA,94112,75.0
little star pizza,846 divisadero,San Francisco,CA,94117,100.0
coi,373 broadway st,San Francisco,CA,94133,93.0
quince restaurant,470 pacific ave,San Francisco,CA,94133,100.0
bravado,170 king st #109,San Francisco,CA,94107,80.0
la canasta produce,2097 mission st,San Francisco,CA,94110,92.0
sightglass roasters,270 07th st,San Francisco,CA,94103,100.0
the little chihuahua,292 divisadero st,San Francisco,CA,94117,84.0
grem's good dog,170 a s van ness ave,San Francisco,CA,94103,100.0
giorgio's pizza,151 clement st,San Francisco,CA,94118,89.0
"dip, llc",1318 grant ave,San Francisco,CA,94133,78.0
tsing tao #2,1117 fillmore st,San Francisco,CA,94115,72.0
kitchen istanbal,349 clement st.,San Francisco,CA,94118,92.0
an japanese restaurant,22 peace plaza  510,San Francisco,CA,94115,98.0
waterbar,399 embarcadero,San Francisco,CA,94105,92.0
navin thai restaurant,1059 powell st,San Francisco,CA,94108,84.0
bistro gambrinus,1813 fulton st,San Francisco,CA,94117,86.0
tung sing restaurant,4015 24th st,San Francisco,CA,94114,76.0
bouche,603 bush st,San Francisco,CA,94108,91.0
epic roasthouse,pier 26 embararcadero,San Francisco,CA,95105,100.0
palomino euro-bistro,345 spear st,San Francisco,CA,94105,85.0
kimochi home,1531 sutter st,San Francisco,CA,94115,100.0
judahlicious juice,3906 judah st,San Francisco,CA,94122,90.0
domino's 8134,320 bayshore blvd,San Francisco,CA,94124,90.0
korean village restaurant,4611 geary blvd,San Francisco,CA,94118,94.0
r.t. b. fillmore llc,1552 fillmore st,San Francisco,CA,94115,92.0
thnasis deli,2955 clement st.,San Francisco,CA,94122,90.0
pescatore,2455 mason st,San Francisco,CA,94133,92.0
plain jane,1000 guerrero st,San Francisco,CA,94110,96.0
jr. seafood llc,310 bayshore blvd,San Francisco,CA,94124,92.0
starbucks coffee#55612,101 01st st,San Francisco,CA,94105,98.0
illy caffe sf_embarcadero,301 clay st,San Francisco,CA,94111,96.0
mccall associates,2720 17th st,San Francisco,CA,94110,100.0
grand hyatt - the coffee bar,345 stockton st mezzanine,San Francisco,CA,94108,96.0
hyatt union square main kitchen,345 stockton st flr 3b,San Francisco,CA,94108,92.0
caribbean spices,428 11th st,San Francisco,CA,94103,96.0
grand hyatt - bistro-employee cafeteria,345 stockton st flr 2b,San Francisco,CA,94108,100.0
french club,414 mason st  8th floor,San Francisco,CA,94102,100.0
the sea star,2289 3rd st.,San Francisco,CA,94107,89.0
tenroku ramen #2,4435 mission st,San Francisco,CA,94112,80.0
steep,240 ritch st,San Francisco,CA,94107,86.0
may's coffee shop,1737 post st #395,San Francisco,CA,94115,84.0
restaurante familiar,4499 mission st,San Francisco,CA,94112,81.0
pena pachamama,1630 powell st,San Francisco,CA,94133,90.0
boudin restaurant,160 jefferson  2nd floor,San Francisco,CA,94133,90.0
joe & the juice howard,301 howard st,San Francisco,CA,94105,94.0
pampanguena cuisine,4441 mission st,San Francisco,CA,94112,92.0
blarney stone,5625 geary blvd,San Francisco,CA,94121,98.0
hotel san francisco,653 commercial st,San Francisco,CA,94111,100.0
"amami, llc",430 geary st,San Francisco,CA,94102,96.0
bei san francisco,50 08th st,San Francisco,CA,94103,85.0
city beer store,1148 mission st,San Francisco,CA,94103,90.0
bix,56 gold st,San Francisco,CA,94111,90.0
morning brew cafe,401 sansome st,San Francisco,CA,94111,86.0
wild flower cafe,411 sansome st,San Francisco,CA,94111,77.0
orson's belly,1737 balboa st,San Francisco,CA,94121,100.0
yama sushi restaurant,850 holloway ave,San Francisco,CA,94112,100.0
mr. banh mi,3605 balboa st,San Francisco,CA,94121,90.0
don chuys mexi-mercado,544 excelsior ave,San Francisco,CA,94112,96.0
cockscomb restaurant,564 04th st,San Francisco,CA,94107,87.0
save more market,1598 mcallister st,San Francisco,CA,94115,78.0
b & m mei sing restaurant,62 02nd st,San Francisco,CA,94105,100.0
the grove - design district,65 division st.,San Francisco,CA,94103,96.0
"sandwich place, the",2029 mission st,San Francisco,CA,94110,89.0
sutter cafe,330 sutter st,San Francisco,CA,94108,90.0
farallon restaurant,"450 post st, 4th floor",San Francisco,CA,94102,100.0
seoulful,200 larkin,San Francisco,CA,94102,98.0
swiss louis restaurant,pier 39  204,San Francisco,CA,94133,81.0
illy caffe sf_sansome,505 sansome st ste. 101,San Francisco,CA,94111,81.0
munchboxx,643 clay st,San Francisco,CA,94111,88.0
brew cha,3420 18th st,San Francisco,CA,94110,96.0
bar struzzo,225 powell st,San Francisco,CA,94102,92.0
un cafecito,406 ellis st,San Francisco,CA,94102,98.0
the sausage factory,517 castro st,San Francisco,CA,94114,87.0
absinthe brasserie & bar,398 hayes st,San Francisco,CA,94102,94.0
benders bar & grill,800-806 south van ness ave,San Francisco,CA,94110,90.0
counter offer,806 s van ness ave,San Francisco,CA,94110,94.0
taco bell cantina #31685,710 03rd st,San Francisco,CA,94107,96.0
illy caffe sf_pier 39,pier 39  k-106-b,San Francisco,CA,94133,100.0
dona mayo mexican restaurant,301 south van ness ave,San Francisco,CA,94103,87.0
noosh,2001 fillmore street,San Francisco,CA,94115,96.0
k-elements bbq,2140 clement st.,San Francisco,CA,94121,94.0
valencia pizza & pasta,801 valencia st,San Francisco,CA,94110,66.0
yiyi's mandarin kitchen,2435 clement st,San Francisco,CA,94121,85.0
delicioso creperie,1550 bryant st,San Francisco,CA,94103,94.0
the lucky pig,791 o'farrell st,San Francisco,CA,94109,78.0
wan kee restaurant,2152 mission st,San Francisco,CA,94110,75.0
s&k wings,treasure fest,San Francisco,CA,94130,96.0
the brew coop,819 valencia st,San Francisco,CA,94110,96.0
the himalayan momo,embarcadero plaza  @ market & stuart plaza,San Francisco,CA,94105,92.0
aha fresh,4007 24th st,San Francisco,CA,94114,88.0
diamond cafe llc,751 diamond st,San Francisco,CA,94114,90.0
19th ave shell,1200 19th ave,San Francisco,CA,94122,90.0
western donuts shop #2,5101 mission st,San Francisco,CA,94112,90.0
bimbo's 365 club,1025 columbus ave,San Francisco,CA,94133,94.0
fresh meat seafood market,2704 mission st,San Francisco,CA,94110,91.0
alba ray's,2293 mission st,San Francisco,CA,94110,88.0
alamo drafthouse cinema,2550 mission st,San Francisco,CA,94110,89.0
haagen-dazs #561,865 market st,San Francisco,CA,94103,94.0
flatiron wines sf inc.,2 new montgomery st,San Francisco,CA,94105,94.0
bay subs & deli,2486 sacramento st,San Francisco,CA,94115,92.0
6001 california market,6001 california st,San Francisco,CA,94121,86.0
dropbox,333 brannan st,San Francisco,CA,94107,82.0
cafe insalata,209 jackson st,San Francisco,CA,94111,82.0
sakana,605 post st,San Francisco,CA,94109,90.0
sajj,636 02nd st,San Francisco,CA,94107,96.0
chaat corner - powell st.,138 cyril magnin st,San Francisco,CA,94102,86.0
little szechuan,501 broadway st,San Francisco,CA,94133,77.0
alley house,3751 geary blvd,San Francisco,CA,94118,70.0
sweet hut,519 clement st,San Francisco,CA,94118,90.0
tpumps inc,1916 irving st,San Francisco,CA,94122,98.0
amsterdam,930 geary st,San Francisco,CA,94109,94.0
tommaso,1042 kearny st,San Francisco,CA,94133,85.0
tan-tan,1825 post st #223,San Francisco,CA,94115,93.0
oza oza,1700 post st k,San Francisco,CA,94115,96.0
the wooden nickel,1900 folsom st,San Francisco,CA,94103,92.0
4505 burgers and bbq,705 divisadero st,San Francisco,CA,94117,83.0
24 hr convenience mkt,793 divisadero st,San Francisco,CA,94117,100.0
rice paper scissors,555 golden gate ave,San Francisco,CA,94102,89.0
destino restaurant,1815 market st,San Francisco,CA,94103,89.0
izakaya roku,1819 market st,San Francisco,CA,94103,77.0
tancca llc,5015 geary blvd,San Francisco,CA,94118,94.0
big rec taproom,3066 24th st.,San Francisco,CA,94110,96.0
viva goa indian cuisine,2420 lombard st,San Francisco,CA,94123,60.0
main kitchen-mission grille,55 04th st,San Francisco,CA,94103,93.0
super pan,5344 geary blvd,San Francisco,CA,94121,88.0
good eats cafe,200 pine st #160,San Francisco,CA,94104,86.0
harbor court hotel,165 steuart st.,San Francisco,CA,94105,96.0
y & y vietnamese restaurant,914 clement st,San Francisco,CA,94118,88.0
view lounge,55 04th st,San Francisco,CA,94103,96.0
caffe greco,423 columbus ave,San Francisco,CA,94133,90.0
wine kitchen,507 divisadero st,San Francisco,CA,94117,91.0
valencia wholefoods inc,999 valencia st,San Francisco,CA,94110,89.0
bi-rite divisadero,550 divisadero st,San Francisco,CA,94117,93.0
the watering hole,1379 04th st,San Francisco,CA,94158,100.0
cafe valencia,1252 valencia st.,San Francisco,CA,94110,72.0
hookt mini doughnuts,1379 4th st,San Francisco,CA,94122,100.0
"campton place sf, a taj hotel-employee cafeteria",340 stockton st,San Francisco,CA,94108,94.0
kung food,1615 mcallister st,San Francisco,CA,94117,81.0
taqueria mexico tipico,4581 mission st,San Francisco,CA,94112,86.0
piaza pellegrini,659 columbus ave,San Francisco,CA,94133,82.0
cento osteria,100 brannan st,San Francisco,CA,94107,96.0
taqueria el buen sabor,699 valencia st,San Francisco,CA,94112,82.0
tsunami panhandle,1306 fulton st,San Francisco,CA,94117,87.0
goody goodie cream & sugar,1830 harrison street,San Francisco,CA,94103,85.0
wine down,685 folsom st,San Francisco,CA,94107,96.0
michelangelo caffe,579 columbus ave,San Francisco,CA,94133,96.0
cafe pellegrini,659 columbus ave,San Francisco,CA,94133,96.0
hunan restaurant,110 natoma st,San Francisco,CA,94105,92.0
golden state adult day health care,738 la playa st,San Francisco,CA,94121,100.0
lolinda,2518 mission st,San Francisco,CA,94110,87.0
spreadz,221 main st.,San Francisco,CA,94105,92.0
salt & straw - fillmore,2201 fillmore st.,San Francisco,CA,94115,94.0
ace king bbq,1820 clement st,San Francisco,CA,94121,80.0
sushi fantastic,215 fremont st suite 2a,San Francisco,CA,94105,85.0
the perennial restaurant,59 09th st,San Francisco,CA,94103,85.0
hive coffee bar,540 howard st,San Francisco,CA,94105,91.0
st mary's cathedral/convention center,1111 gough st,San Francisco,CA,94109,89.0
casa de la condesa restaurant,2763 mission st,San Francisco,CA,94110,89.0
donna's tamales,50 post st,San Francisco,CA,94104,100.0
alma cocina,2801 folsom st.,San Francisco,CA,94110,86.0
glide memorial church,330 ellis st,San Francisco,CA,94102,94.0
iku sushi,120 montgomery st,San Francisco,CA,94104,88.0
"20 spot mission, llc",3565 20th st,San Francisco,CA,94110,96.0
fuji restaurant,301 west portal ave,San Francisco,CA,94127,63.0
publico,555 09th st,San Francisco,CA,94103,90.0
crab house,pier 39  space 203c,San Francisco,CA,94133,94.0
hawaiian drive inn #28,4827 mission st.,San Francisco,CA,94112,88.0
cafe at the tilden,345 taylor st,San Francisco,CA,94102,100.0
fraternite notre dame,50 post st,San Francisco,CA,94104,100.0
ninki sushi bar & restaurant,1439 taraval st,San Francisco,CA,94116,86.0
subway #25578,99 drumm st,San Francisco,CA,94111,86.0
third avenue food mart,4101 california st,San Francisco,CA,94118,88.0
chef hunan,4661 mission st,San Francisco,CA,94112,83.0
presidio golf club,8 presidio terr,San Francisco,CA,94118,93.0
belcampo meat company llc,"337 seawall lot a,  land area 1-1",San Francisco,CA,94158,96.0
7 eleven #2366-36486h,195 pine st,San Francisco,CA,94111,86.0
salvation army gateway,407 09th st,San Francisco,CA,94103,94.0
yum yum sushi house,2181 irving st,San Francisco,CA,94122,90.0
kissa ko,1581 webster st #195,San Francisco,CA,94115,94.0
chef li's cafe,2726 san bruno ave.,San Francisco,CA,94134,88.0
christa market,1926 broderick st,San Francisco,CA,94115,90.0
rin's,4301 24th st,San Francisco,CA,94114,92.0
firefly,4288 24th st,San Francisco,CA,94114,100.0
bus stop pizza #1,256 divisadero st,San Francisco,CA,94117,81.0
parada 22,1805 haight st,San Francisco,CA,94117,86.0
tres agaves,130 townsend st,San Francisco,CA,94107,84.0
sushi uma inc,2146 irving st,San Francisco,CA,94122,94.0
heirloom cafe,2500 folsom st,San Francisco,CA,94110,96.0
the treasury,115 sansome st,San Francisco,CA,94104,88.0
vanida thai kitchen,3050 taraval st,San Francisco,CA,94116,82.0
alamo square,803 fillmore st,San Francisco,CA,94117,85.0
club deluxe,1509 haight st,San Francisco,CA,94117,100.0
yummy bakery & restaurant,607 jackson st,San Francisco,CA,94133,92.0
noriega produce llc,3821 noriega st,San Francisco,CA,94122,92.0
toppu ramen & dim sum house,941 kearny st,San Francisco,CA,94123,94.0
sfsu - the bricks,800 font blvd,San Francisco,CA,94132,100.0
sfsu cafe in the park,802 font blvd,San Francisco,CA,94132,96.0
nob hill cafe,1152 taylor st,San Francisco,CA,94108,92.0
hangout spot,2445 noriega st,San Francisco,CA,94122,92.0
oceanview market and deli,7501 geary blvd,San Francisco,CA,94121,100.0
brandy ho's hunan food,217 columbus ave,San Francisco,CA,94133,85.0
chipotle mexican grill #1566,50 california st,San Francisco,CA,94111,98.0
tartine commissary,550 alabama st.,San Francisco,CA,94110,89.0
krsipy kreme doughnuts,2800 leavenworth st suite 30,San Francisco,CA,94133,96.0
papa mak's burgers,3755 noriega st,San Francisco,CA,94122,94.0
corridor cafe,100 van ness ave b,San Francisco,CA,94102,92.0
laurel court,950 mason st,San Francisco,CA,94108,85.0
the civic kitchen,2961 mission st.,San Francisco,CA,94110,100.0
on the bridge,1581 webster st #206,San Francisco,CA,94115,78.0
"wing on poultry, inc",1114 grant ave,San Francisco,CA,94133,92.0
golden boy pizza,542 green st,San Francisco,CA,94133,87.0
city smoke house llc,35 06th st,San Francisco,CA,94103,92.0
roma pizzeria,5099 mission st,San Francisco,CA,94112,78.0
499 taproot,409 illinois st.,San Francisco,CA,94158,92.0
marina sushi bar,2020 lombard st,San Francisco,CA,94123,88.0
local brewing co llc,69 bluxome st,San Francisco,CA,94107,94.0
fringale,570 04th st,San Francisco,CA,94107,87.0
mv solano,pier 41,San Francisco,CA,94133,100.0
pizzelle di north beach,314 columbus ave,San Francisco,CA,94133,86.0
mv taurus,pier 41,San Francisco,CA,94133,100.0
mv pisces,pier 41,San Francisco,CA,94133,94.0
hashiri,4 mint plaza,San Francisco,CA,94103,96.0
curveball,428 11th st,San Francisco,CA,94103,92.0
pizzeria sophia,ocean ave,San Francisco,CA,94127,96.0
pupuseria metapan,4769 mission st,San Francisco,CA,94112,88.0
la ciccia,291 30th st,San Francisco,CA,94131,96.0
1608 bistro,1608 bush  st,San Francisco,CA,94109,79.0
outerlands,4001 judah st,San Francisco,CA,94122,96.0
barry's bootcamp,333 bush st ste. 101,San Francisco,CA,94104,100.0
western sunset market,4099 judah st,San Francisco,CA,94122,100.0
fairmont san francisco,950 mason st,San Francisco,CA,94108,100.0
the fudgery inc.,pier 39  #172,San Francisco,CA,94133,90.0
waffle cone shop,pier 39  b-4,San Francisco,CA,94133,98.0
hilda's mart & bake shop,145 persia ave,San Francisco,CA,94112,94.0
blue sky restaurant,1504 powell st,San Francisco,CA,94133,84.0
hwaro,4516 mission st,San Francisco,CA,94112,80.0
wonderful dessert & cafe,2035 irving st,San Francisco,CA,94122,90.0
sweet maple coffee shop,2101 sutter st,San Francisco,CA,94115,79.0
beloved cafe,3338 24th st,San Francisco,CA,94110,96.0
sons & daughters,708 bush st,San Francisco,CA,94108,92.0
subway sandwiches #33847,795 a folsom st,San Francisco,CA,94107,85.0
shaska deli coffee,3406 26th st,San Francisco,CA,94110,84.0
open kitchen,3913 24th st.,San Francisco,CA,94114,94.0
haystack pizza restaurant,3881 24th st,San Francisco,CA,94114,92.0
tahini,2859 mission st,San Francisco,CA,94110,86.0
hollywood food center,6146 geary blvd,San Francisco,CA,94121,92.0
new wing hing seafood market,2222 clement st,San Francisco,CA,94121,76.0
15 romolo,15 romolo pl,San Francisco,CA,94133,92.0
roaring 20's,552 broadway st,San Francisco,CA,94133,96.0
lil'darlings,312 columbus ave,San Francisco,CA,94133,100.0
hustler club,1031 kearny st,San Francisco,CA,94133,88.0
centerfolds,391 broadway st,San Francisco,CA,94133,92.0
garden of eden,529 broadway st,San Francisco,CA,94133,94.0
the devil's acre,256 columbus ave,San Francisco,CA,94133,89.0
coffee to the people,1206 masonic ave,San Francisco,CA,94117,88.0
imagine culinary group,"600 townsend st, 4th floor",San Francisco,CA,94103,92.0
creperie saint germain,1760 cesar chavez st.,San Francisco,CA,94124,90.0
luke's local,1750 cesar chavez st unit e,San Francisco,CA,94124,83.0
jack in the box #556,366 bayshore blvd,San Francisco,CA,94124,96.0
lam hoa thuan restaurant,2337 irving st,San Francisco,CA,94122,74.0
udupi palace,1007 1/2 valencia st,San Francisco,CA,94110,77.0
hwa lei market,2970 a 16th st,San Francisco,CA,94103,82.0
martin de porres house of hosp,225 potrero ave,San Francisco,CA,94103,85.0
bizza,1463 haight st,San Francisco,CA,94117,100.0
sf wine trading company,250 taraval,San Francisco,CA,94116,98.0
sushi hunter,1701 powell st,San Francisco,CA,94133,90.0
sam rong cafe,670 broadway st,San Francisco,CA,94133,67.0
jewish community center,3200 california,San Francisco,CA,94118,91.0
seal rock inn restaurant,545 point lobos ave,San Francisco,CA,94121,96.0
limon restaurant,524 valencia st,San Francisco,CA,94103,78.0
ak subs,397 08th st,San Francisco,CA,94103,92.0
hans coffee shop,900 sutter st,San Francisco,CA,94109,89.0
finn town tavern,2251 market st,San Francisco,CA,94114,90.0
franchino,347 columbus ave,San Francisco,CA,94133,92.0
asia chinese food #2,350 bay st,San Francisco,CA,94133,85.0
binka bites,2241 geary blvd,San Francisco,CA,94115,100.0
the fruit tree,2241 geary blvd,San Francisco,CA,94115,100.0
foreign cinema,2534 mission st,San Francisco,CA,94110,88.0
native twins coffee,262 divisadero st,San Francisco,CA,94117,94.0
cool tea bar waverly,103 waverly pl,San Francisco,CA,94108,85.0
new star market,269 14th st,San Francisco,CA,94103,98.0
empero taste,4052 balboa st,San Francisco,CA,94121,71.0
kokoro assisted living,1881 bush street,San Francisco,CA,94109,91.0
snack & bottle shop,644 persia ave,San Francisco,CA,94112,92.0
sf food market,4614 03rd st,San Francisco,CA,94124,83.0
terrace cafe,"2100 webster st., # 108",San Francisco,CA,94115,96.0
eurest dining at first republic bank,1 front st,San Francisco,CA,94111,96.0
taco bell,7 drumm st,San Francisco,CA,94111,98.0
the liberties irish bar & rest.,0994 guerrero st,San Francisco,CA,94110,90.0
pan lido salvadoreno #2 inc.,5216 mission st,San Francisco,CA,94112,91.0
el pollo supremo,5210 mission st,San Francisco,CA,94112,92.0
soul bowl'z,103 horn ave,San Francisco,CA,94124,96.0
human video game llc,550 15th st unit 1,San Francisco,CA,94103,96.0
fun food partners - aunt fanny's,pier 39 west park,San Francisco,CA,94133,100.0
el porteno i restaurant,5173 mission st,San Francisco,CA,94112,79.0
abc falafel,1235 van ness ave,San Francisco,CA,94109,81.0
wildlife connection espresso cart,1 zoo rd,San Francisco,CA,94132,96.0
leaping lemur cafe,1 zoo rd,San Francisco,CA,94132,90.0
station cafe,1 zoo rd,San Francisco,CA,94132,92.0
el tonayense #3,1700 jerrold ave,San Francisco,CA,94124,85.0
wokitchen,888 brannan st,San Francisco,CA,94103,93.0
flywheel coffee roasters,672 stanyan st,San Francisco,CA,94117,96.0
el capitan,1196 folsom st,San Francisco,CA,94103,86.0
le petit laurent,699 chenery st,San Francisco,CA,94131,90.0
cafe majestic,1500 sutter st,San Francisco,CA,94109,90.0
peter claver community,1340 golden gate ave,San Francisco,CA,94115,98.0
gialina,2842 diamond st,San Francisco,CA,94131,92.0
the phoenix bar & restaurant,811 valencia st,San Francisco,CA,94110,84.0
tazaki sushi,3420 judah st,San Francisco,CA,94122,89.0
biergarten,424 octavia st,San Francisco,CA,94102,98.0
el gran taco loco,4591 mission st.,San Francisco,CA,94112,82.0
borodudur restaurant,700 post st,San Francisco,CA,94109,96.0
other avenues food store,3930 judah st,San Francisco,CA,94122,94.0
mission ymca senior meals program,4080 mission st,San Francisco,CA,94112,96.0
la trappe cafe,800 greenwich st,San Francisco,CA,94133,96.0
torraku ramen,428 11th st,San Francisco,CA,94103,82.0
panchita's pupusas truck,428 11th st,San Francisco,CA,94103,85.0
firetrail pizza,428 11th st,San Francisco,CA,94103,94.0
club bottoms up,4704 mission,San Francisco,CA,94112,88.0
cafe reveille,201 steiner st,San Francisco,CA,94117,89.0
robin,620 gough st,San Francisco,CA,94102,96.0
russian center social hall,2450 sutter st,San Francisco,CA,94115,90.0
fk frozen custard,791 haight st,San Francisco,CA,94117,98.0
eastern bakery inc,720 grant ave,San Francisco,CA,94108,81.0
plaj restaurant & bar,333 fulton st,San Francisco,CA,94102,94.0
jo jo's cafe,1537 ocean ave,San Francisco,CA,94112,88.0
via veneto,2244 fillmore st,San Francisco,CA,94115,91.0
foundation cafe,335 kearny st,San Francisco,CA,94108,85.0
1601 bar & kitchen,1601 howard st,San Francisco,CA,94103,90.0
asiento inc.,2730 21st st.,San Francisco,CA,94110,98.0
diller's delicatessen,348 pine st,San Francisco,CA,94104,90.0
olea restaurant,1494 california st,San Francisco,CA,94109,98.0
joey and pat's bakery & coffee,2499 folsom st,San Francisco,CA,94110,92.0
church key,1402 grant ave,San Francisco,CA,94133,91.0
buster's,366 columbus ave,San Francisco,CA,94133,78.0
the pier market,pier 39  space 103,San Francisco,CA,94133,92.0
7-eleven store 2231-33429a,43 drumm st,San Francisco,CA,94111,92.0
may flower mkt.,2498 fillmore st,San Francisco,CA,94115,89.0
el aji peruvian restaurant,3015 mission st,San Francisco,CA,94110,84.0
jasmine rae bakery,1890 bryant st #309,San Francisco,CA,94110,94.0
the laundry,3359 26th st,San Francisco,CA,94110,94.0
pink onion,64 14th st,San Francisco,CA,94103,96.0
bay area little john's candies,1422 market st,San Francisco,CA,94102,90.0
"home maid ravioli co., inc.",85 bartlett st,San Francisco,CA,94110,100.0
linda's catering,290 townsend st,San Francisco,CA,94107,100.0
little star pizza valencia,400 valencia st,San Francisco,CA,94103,91.0
massawa restaurant,532 green st,San Francisco,CA,94133,92.0
chisme cantina,882 sutter st,San Francisco,CA,94109,98.0
market may flower & deli,985 bush st,San Francisco,CA,94109,100.0
sift cupcake & dessert bar,2411 california st,San Francisco,CA,94115,98.0
e tutto qua,270 columbus ave,San Francisco,CA,94133,98.0
orenchi,174 valencia st,San Francisco,CA,94103,96.0
boogaloos,3296 22nd st,San Francisco,CA,94110,89.0
"dong hing, llc",1210 stockton st,San Francisco,CA,94133,77.0
urban putt,1096 south van ness ave,San Francisco,CA,94110,85.0
howells,2373 chestnut,San Francisco,CA,94123,96.0
the grilled cheeezguy llc,529 stevenson st,San Francisco,CA,94103,88.0
big mouth burgers,3392 24th st,San Francisco,CA,94110,90.0
bake cheese tart,"845 market st #16, ll1",San Francisco,CA,94103,96.0
eden silk road cuisine,572 o'farrell st,San Francisco,CA,94102,88.0
asana inc,1550 bryant st #800,San Francisco,CA,94103,100.0
